38	随着校园线上交流场景由“信息发布”逐步转向“内容互动、趋势洞察与治理协同”，传统论坛以时间倒序为核心的组织方式，已难以同时满足高校社区在内容分发效率、风险控制与数据辅助决策方面的综合需求。围绕这一现实问题，本文结合本人独立实现的 Campus Pulse 项目，设计并实现了一套面向校园内容交流与技术协作场景的智能社区平台。
39	系统采用 Spring Boot 3.5.8、Spring Security、MyBatis-Plus、MySQL、Redis 与 Vue 3 + TypeScript 的前后端分离架构，构建了注册登录、帖子发布、评论回复、点赞收藏、私信通知、板块管理、版主审核、趋势统计与后台运维等完整业务链路。后端通过 JWT 会话令牌、设备标识校验、请求签名与二步验证增强安全性；通过 Redis 版本化缓存、热度衰减任务和 WebSocket 推送提升交互实时性；通过 AI 标签/摘要提取、情感打分和混合推荐机制增强内容理解与分发能力。
40	关键词：校园内容社区；趋势分析；权限控制；混合推荐；实时通知
49	With campus online communities shifting from simple information boards to interactive content spaces, chronological forum models are no longer sufficient for efficient distribution, risk control, and operational insight. Based on the Campus Pulse project implemented in this study, this paper designs and develops an intelligent community platform for campus-oriented content communication and collaborative governance.
50	The system adopts a front-end/back-end separated architecture built with Spring Boot 3.5.8, Spring Security, MyBatis-Plus, MySQL, Redis, Vue 3 and TypeScript. It provides user registration and login, post publishing, threaded comments, likes, favorites, private messages, notifications, moderator review, trend statistics and administrative management. Security is strengthened through JWT session tokens, device verification, request signatures and TOTP-based two-factor authentication. Real-time responsiveness is improved through Redis versioned caching, scheduled hotness decay and WebSocket push, while AI-assisted tag extraction, summary generation, sentiment scoring and hybrid recommendation enhance content understanding and distribution.
51	Key words: campus community; trend analysis; access control; hybrid recommendation; real-time notification
86	近几年，高校信息服务明显走向社区化。课程交流、活动组织、资源共享和经验讨论，都要求在统一平台完成浏览、互动与反馈。与传统论坛相比，校园社区更新更快、话题更碎、反馈更即时，若仍只依赖时间排序和人工巡查，就难以及时发现高价值内容、异常舆情和兴趣变化[1][2][8][9]。
87	本课题的意义体现在应用、技术和实践三个层面。应用上，Campus Pulse 将内容发布与运营决策放入同一系统，让普通用户、版主和管理员围绕统一数据协同。技术上，项目把前后端分离、缓存、实时推送、推荐与安全治理整合到同一工程，验证了中小规模校园社区的实现路径[3][4][8][9]。实践上，系统通过热度衰减、板块审核、举报流转和通知反馈，为高校数字社区治理提供了工程样例。
89	本文围绕 Campus Pulse 的真实实现展开，研究内容直接对应代码、数据库与前端页面。核心任务是完成校园社区平台的整体架构设计与业务实现，包括用户认证、内容发布、评论互动、私信通知、板块治理、后台管理和趋势展示等模块，形成可运行的前后端分离系统。
90	其次，针对校园社区高频访问与安全风险并存的特点，系统采用 Spring Security + JWT + Redis 认证链路，并加入设备绑定、请求签名、防重放和 TOTP 二步验证；性能侧则通过版本化缓存、分页查询、定时任务和异步处理保证主要接口响应效率[4][10][14][15]。
91	再次，在内容智能化方面，系统接入外部 AI 服务完成标签提取与摘要生成，在本地实现敏感词过滤、情感分析、热度计算和混合推荐，并用热榜、关键词聚合和趋势预测为管理员提供辅助决策。本文希望说明，校园社区平台不仅能完成功能搭建，还能在真实业务链路中稳定运行并具备扩展空间[3][5][6][7][11][12]。
108	项目采用典型的 B/S 架构。前端由 Vue 3 + TypeScript + Vite 构建单页应用，后端由 Spring Boot 处理认证、业务规则、数据访问与实时推送，前后端通过 REST API 与 WebSocket 通信。这种方式部署成本低、迭代效率高，适合校园社区系统[4][8][9]。
109	后端采用 Controller / Service / Mapper 分层。Controller 处理接口与参数校验，Service 负责业务编排和权限，Mapper 基于 MyBatis-Plus 访问数据库；MySQL 负责持久化，Redis 负责缓存、会话和版本号管理。该结构降低了耦合度，也便于分别验证接口层和服务层逻辑。
110	结合本项目的业务特点，B/S 架构还承载了内容安全与智能处理能力：本地服务负责敏感词过滤、情感分析、热度计算和推荐组装，外部 AI 服务负责标签与摘要生成。通过把“本地稳定能力”和“外部增强能力”解耦，系统在保证业务连续性的同时，也保留了面向后续算法升级的扩展空间。
136	Campus Pulse 面向中小规模校园内容社区，性能设计更强调稳定可用、可观察和可扩展，而不是单纯追求峰值吞吐。结合当前实现，系统从请求监控、连接池、缓存一致性、定时任务和前端构建五个方面建立了性能保障机制。
138	在接口响应层，后端运行于 Spring Boot 3.5.8 内嵌 Tomcat 上，服务端口为 7800。系统通过 RequestTimingFilter 记录请求耗时，对慢请求输出告警日志；数据库访问链路则由 SlowSqlInterceptor 监控 SQL 执行时间，便于定位性能热点[4][9][15]。
139	根据 application.yml 配置，Tomcat 最大工作线程数为 200，最小空闲线程数为 20；前端统一配置请求超时与刷新令牌机制，保证弱网和高峰场景下的基本交互稳定性。该设计不追求过度拆分，而是通过清晰分层和关键链路监控控制系统复杂度。
141	并发处理方面，系统在后端使用 HikariCP 管理 MySQL 连接，最小空闲连接数为 8、最大连接数为 32；Redis 采用 Lettuce 连接池，最大活跃连接数为 20，最大等待时间为 3000 ms。两者分别承担持久化读写和高频缓存访问，能够满足帖子流、认证信息、通知统计与推荐结果等并发场景。
144	实时通信层基于 STOMP over SockJS 构建 WebSocket 通道，后端提供 `/topic/posts`、`/topic/section/{id}` 与 `/user/queue/notifications` 等订阅目标，前端在通知中心、帖子列表和板块页执行局部刷新。相比轮询，该方式能减少重复请求并提升消息到达的即时性[5][15]。
146	系统采用 Redis 版本号键控制帖子流、帖子详情和热榜缓存失效。当帖子创建、评论新增、审核状态变化或互动计数变化时，业务层只需递增对应版本号即可使旧缓存自然过期，减少大规模主动删除的开销。针对空结果，系统还设置短 TTL 空值缓存以降低缓存穿透风险，并通过 TTL 抖动缓解集中失效带来的瞬时压力。
149	当前项目主要包含三类周期性任务：一是每 10 分钟执行一次帖子热度重算，针对最近 14 天内的帖子按照“浏览 × 0.5 + 点赞 × 3 + 评论 × 5 + 收藏 × 2”的互动权重与时间衰减函数重新计算热度；二是每小时执行一次标签热度衰减，避免历史高热标签长期占据热门区域；三是浏览日志清理与等级升级，用于维持统计数据时效性和表规模稳定。
151	服务端开启了 Gzip 压缩，对 JSON、HTML、CSS、JavaScript、SVG 等响应类型进行压缩传输，并设置 2 KB 以上响应启用压缩，以减少前后端通信时的带宽占用。该策略对帖子详情、趋势统计和后台列表等返回体较大的接口尤为有效。
153	前端基于 Vite 构建，按框架库、编辑器库、图表库、WebSocket 依赖和工具依赖进行分块打包。通过静态资源拆分和浏览器缓存复用，用户再次访问时仅需重新加载变更 chunk，从而降低等待时间并提升趋势分析页和后台管理页的首屏稳定性。
229	数据库逻辑结构设计在概念模型基础上，将用户、内容、互动、治理与统计五类对象映射为 MySQL 关系模式。Campus Pulse 的初始化脚本定义了 17 张核心业务表，并包含用户标签关联、发展历程和邀请码等辅助表；设计时以查询场景驱动索引布局，通过唯一约束、组合索引和业务层校验保证一致性，在保持可维护性的同时兼顾读写效率。
261	（14）关注关系表（user_follows）：维护用户之间的关注网络，采用 (follower_id, following_id) 联合唯一约束保证关系唯一，支持关注列表、粉丝列表、关系判断与通知触发等社交基础能力。其结构如表3-14所示。
263	（15）发展历程表（sys_changelog）：用于记录平台版本更新、功能迭代和公告内容，支持前台展示与后台维护，便于将系统演化过程纳入内容化管理。其结构如表3-15所示。
274	（20）邀请码表（invite_codes）：用于维护邀请码的生成、发放、使用、过期和禁用状态，支持“必填邀请码”与“可选邀请码校验”两种注册策略，为校园社区在灰度开放或小范围试运行阶段提供灵活入口控制。其结构如表3-20所示。
305	普通用户是 Campus Pulse 的主要使用主体。围绕“低门槛发布、可信身份、及时反馈”三个目标，前台提供注册登录、资料维护、发帖评论、点赞收藏、通知查看、私信会话和个性化推荐等完整链路，保证用户从首次进入到持续活跃都能在统一界面中完成主要操作。
306	在认证与会话层，系统同时发放 accessToken 和 refreshToken，并将 sid、did 写入 JWT 声明；服务端再通过 Redis 的 `auth:access`、`auth:refresh` 和 `auth:device` 键空间校验会话与设备一致性。相比只校验令牌签名的方案，该设计更便于单设备控制、主动失效和异常登录提醒[10][14]。
308	系统还提供基于 TOTP 的二步验证。用户在设置页初始化后可获得密钥、otpauth URI 与二维码；启用 2FA 的账号登录时必须额外提交动态验证码或先获取登录票据再完成确认。结合邮件验证码与 GitHub OAuth 登录，系统形成了多方式登录体系。
309	对于 POST、PUT、PATCH 和 DELETE 等变更请求，后端 RequestSecurityFilter 会校验 `X-Request-Timestamp`、`X-Request-Nonce` 与 `X-Request-Signature`，并利用 Redis 记录随机串使用状态，防止重放提交。该方案实现成本较低，但能增强批量审核和资料修改等敏感接口的安全性[14]。
312	内容模块围绕发布、处理、展示和再编辑形成闭环，核心由 PostController 与 PostServiceImpl 协同完成。用户创建帖子时，系统会先校验板块与字段合法性，再执行敏感词处理、摘要构建、情感打分和标签整理，随后写入帖子表并触发缓存失效、事件广播和经验值更新。
313	在内容安全方面，系统采用基于 DFA 思想的敏感词过滤服务，对标题、正文、评论及个人资料等文本字段进行扫描。一般违规词优先替换以保证发布链路连续性，需人工介入的内容再交由审核与举报流程处理。这种“轻拦截 + 后治理”的方式更适合校园社区场景。
314	在智能处理方面，系统通过 `extract-tags` 与 `summary/regenerate` 接口接入外部 AI 服务，为帖子提供标签提取和摘要生成；当外部服务异常或未配置密钥时，后端回退到本地 Markdown 清洗与截断策略，保证发帖与编辑流程不中断[12]。
315	此外，系统在本地实现了基于词典与分词的情感打分流程，并将分数持久化到帖子表中。热度计算时，负向情感得分过低的内容会受到降权处理，使热榜更偏向高互动、低风险和整体评价更稳定的内容[6][12]。
316	帖子模型除基本字段外，还维护 `global_pin`、`category_pin`、`pin_order`、`pin_expire_at`、`last_reply_at` 和 `last_activity_at` 等运营字段，既支持全局置顶、板块置顶，也支持普通帖子按活跃度排序。
319	互动模块重点解决“反馈即时性”和“行为可沉淀”两类问题。系统实现了评论与回复、帖子点赞、帖子收藏、用户关注、站内通知和私信会话六类核心互动能力，并通过数据库计数、缓存版本更新和 WebSocket 推送把单次互动转换为可持续利用的行为数据。
320	评论服务支持楼中楼回复、匿名评论和评论点赞；评论写入后会同步更新帖子 `comment_count`、`last_reply_at` 与 `last_activity_at` 并触发帖子流缓存失效。点赞与收藏服务采用幂等 toggle 逻辑，避免重复写入，并联动经验值、作者获赞数和通知消息。
321	通知模块采用“数据库持久化 + WebSocket 推送 + 可选邮件同步”的三段式实现。通知落表后，系统通过 `convertAndSendToUser` 将未读消息推送至用户订阅队列，前端实时更新角标和通知列表；用户开启邮件同步时，再异步发送邮件提醒[5][15]。
322	私信服务按双方用户 ID 有序拼接得到 conversationId，用于统一聚合同一对用户之间的双向消息。该建模方式简化了会话列表、分页查询、已读状态和未读统计的实现，也为后续扩展图片、语音等富媒体消息保留了接口空间。
323	实时通信层基于 STOMP over SockJS 构建，后端向帖子总线、板块总线和用户通知队列推送事件；前端在帖子列表、趋势页和通知中心执行局部刷新。相比定时全量轮询，该方式能够降低重复请求量，并提升消息到达的即时性[5][15]。
326	推荐分发模块采用“兴趣标签 + 协同过滤 + 热门兜底”的混合策略。登录用户先按标签关系召回兴趣帖子，再引入协同过滤结果，最后补充热门内容；匿名用户则直接返回热门推荐列表，以保证冷启动可用性[3][7][11][13]。
327	帖子详情页相关推荐进一步采取“同专业用户内容 + 同板块内容 + 热门兜底”的三段式策略。该设计虽然不追求复杂模型，但能够在当前数据规模下有效提高相关性，并通过外置配置控制候选池大小、权重参数和分页数量，便于后续调优。
328	热度计算任务每 10 分钟执行一次，核心公式以互动得分除以时间衰减因子，并叠加精华帖加权与低情感分惩罚。标签热度按小时衰减，避免历史高热标签长期垄断推荐与热榜区域，从而形成比单纯按时间排序更合理的分发逻辑[7][11][13]。
329	从工程角度看，该模块的价值不在于引入最复杂的推荐算法，而在于把用户兴趣、内容质量和平台治理诉求放进同一条分发链路，使推荐结果既具有个性化特征，又不脱离社区整体运营目标。
332	版主角色主要负责板块级内容治理。系统根据版主申请审核结果获取其可管理的板块集合，并在帖子审核、举报处置、分类置顶、加精设置等接口中校验该集合，确保版主只对被授权板块拥有治理能力。
333	在举报处理方面，系统实现了“待处理 - 排队中 - 处理中 - 已处理/忽略/打回修改”的异步流转机制。若举报指向帖子且需要作者修改，系统会同步更新帖子审核状态并向作者发送处理通知；若举报指向评论，则通过解析所属帖子板块完成权限判定。该设计提高了板块自治效率，也减少了管理员对普通板块事务的重复介入。
337	管理员承担站点级运营与运维职责，前端后台提供用户管理、板块管理、举报管理、版主申请管理、邀请码管理、缓存管理和仪表盘等页面；后端对应开放统计、缓存和内容治理接口，用于完成全站配置与数据维护。
338	数据运维方面，管理员可以查看社区总览、热榜排行、板块分布、关键词聚合和趋势预测结果，也可以对 Redis 缓存执行概览、计数和批量清理。配合热度衰减、浏览日志清理和等级升级等后台任务，系统能够在持续运行中维持数据时效性与资源健康。
339	总体而言，Campus Pulse 在角色设计上形成了“普通用户负责内容生产与互动、版主负责分区治理、管理员负责全局配置与运维”的三级协同结构。这种分工方式既符合社区类系统的管理习惯，也便于后续扩展更细粒度的权限模型。
344	系统测试的目标不是简单证明“页面可以打开”，而是验证 Campus Pulse 在真实业务链路上的正确性、安全性和稳定性，重点检查认证、发布、互动、治理和推荐等核心模块是否与设计保持一致[8][9]。
345	结合当前项目实现，测试工作采用“控制器参数校验 + 服务逻辑测试 + 页面/接口联调验证”的组合方式。前者利用 JUnit 5、Mockito 和 MockMvc 验证输入约束、权限边界和返回结构；后者结合浏览器与接口工具联调关键业务链路。
346	1. 功能测试：验证注册登录、发帖评论、推荐分发、私信通知、版主管理和后台治理等功能是否能够按预期完成业务流转。
347	2. 接口测试：验证 REST API 的参数校验、状态码封装、权限拦截与异常提示是否一致。
348	3. 服务测试：验证推荐服务、版主管理、通知批处理、摘要生成等关键业务逻辑在边界条件下的行为。
349	4. 安全测试：验证 JWT 认证、刷新令牌、设备绑定、请求签名、防重放和二步验证相关流程是否有效。
350	5. 兼容与性能观察：验证高频页面在 Chrome 和 Edge 中的基本兼容性，并通过日志与监控信息观察缓存、数据库和定时任务的运行状态。
351	从已有测试代码看，项目测试主要覆盖四类场景：认证参数校验、内容发布约束、治理与通知处理以及文本摘要生成。对应的 `AuthControllerValidationTest`、`PostControllerValidationTest`、`NotificationControllerBatchTest`、`ModeratorApplicationControllerTest`、`SectionModeratorServiceImplTest` 和 `SummaryGenerationTest`，验证了刷新令牌、字段长度、批量操作、板块权限和摘要生成等关键逻辑。
352	因此，测试章节不再使用与本项目无关的“教务流程”“选课模块”等描述，而是完全围绕当前代码仓库中的真实测试对象展开。重点检查输入是否合法、权限是否越权、状态是否一致、异常是否可预期，以及缓存和实时通知参与时系统能否稳定返回正确结果。
357	本项目以黑盒测试为主、辅以白盒式控制器校验。前端页面与接口联调从用户视角输入合法或非法数据，观察输出是否满足业务要求；后端则通过 MockMvc、Mockito 和断言库验证边界值、异常路径和权限分支。
358	等价类划分法：在认证与发帖模块中，将账号、邮箱、验证码、标题和正文长度等输入划分为有效与无效两类，并分别验证系统是否返回统一且可理解的错误提示。
359	边界值分析法：针对帖子标题长度、正文最小长度、批量通知 ID 列表、版主申请理由长度等边界受限参数进行测试，防止因极端输入引发空指针、越界或错误落库。
360	接口回归测试：当帖子模块、通知模块或版主管理模块发生改动时，重新执行既有控制器测试，确认新功能未破坏已有参数校验和权限约束。
361	异常路径测试：模拟 refreshToken 为空、用户未登录、普通用户访问管理员接口、批量参数为空等异常输入，观察系统是否按统一结构返回错误并阻断后续业务执行。
366	3. 后端框架：Spring Boot 3.5.8
369	6. 前端：Vue 3.5 + TypeScript 5.9 + Vite 7
371	8. 测试框架：JUnit 5 + Mockito + MockMvc
374	本节通过典型场景验证 Campus Pulse 的关键业务模块，测试重点放在参数合法性、权限约束、数据一致性和前后端反馈是否闭环。
376	认证与会话模块是系统安全的第一道防线，主要验证账号密码登录、邮箱验证码登录、刷新令牌、设备绑定和异常输入拦截等场景是否能够得到正确处理。
378	表 5—1 的首组用例对应正常登录场景：用户输入合法账号与密码后，后端完成身份校验并返回 accessToken 与 refreshToken，前端进入已登录状态；若账号已开启二步验证，则继续转入动态码校验流程。
381	表 5—1 的异常用例主要关注注册参数和 refreshToken 为空的情况。邮箱格式非法或刷新令牌缺失时，控制器会直接返回统一的参数校验错误，这与 `AuthControllerValidationTest` 的断言结果一致。
386	该模块用于验证帖子创建接口在标题长度、正文长度、板块参数和认证状态等方面的约束是否准确，同时观察发布成功后帖子是否能进入待审核或正常展示的后续链路。
388	在合法发布场景下，用户输入符合长度要求的标题、正文和标签信息后，`PostControllerValidationTest` 能确认控制器正确调用业务服务；在非法场景下，若标题过短或正文不足 30 个字符，系统会直接返回参数错误并阻止落库。
393	推荐模块主要验证登录态与冷启动场景下的结果可用性，以及详情页相关推荐是否能够根据当前帖子和用户上下文返回合理结果。
395	经联调验证，登录用户可获得由兴趣标签、协同过滤结果和全校热门内容组成的混合推荐；未登录用户则稳定回退到热门推荐列表。该结果与 `RecommendController` 和 `PostRecommendServiceImpl` 的业务逻辑一致。
404	本文围绕 Campus Pulse 的真实开发过程，完成了一个面向校园内容交流与趋势分析场景的智能社区平台。系统以 Spring Boot 3.5.8、MyBatis-Plus、MySQL、Redis 与 Vue 3 + TypeScript 为核心技术栈，实现了账号认证、内容发布、评论回复、点赞收藏、私信通知、版主治理、趋势展示和后台管理等主要功能。
405	与单纯按时间排序的论坛相比，Campus Pulse 更强调内容生产、行为采集、数据计算和治理反馈的联动。通过用户、帖子、互动、举报、通知和趋势统计等多域数据统一建模，系统既改善了用户体验，也为版主和管理员提供了辅助决策依据。
407	系统开发过程中，第一类突出问题是高频访问下的数据一致性。为此，项目采用 Redis 版本化缓存、空值缓存和 TTL 抖动策略，在保证读取性能的同时减少缓存穿透和集中失效带来的波动。
408	第二类是智能处理链路的稳定性问题。由于标签提取与摘要生成依赖外部 AI 服务，系统采用“外部能力优先、本地摘要兜底”的方式，确保第三方服务异常时核心发布流程仍可用。
409	第三类问题是社区开放性与平台治理之间的平衡。项目通过匿名展示与后台可审计追踪并行的方式处理表达自由与治理责任，并通过 JWT、设备绑定、请求签名、角色权限和二步验证构建分层安全链路。
412	尽管当前系统已经完成毕业设计阶段的预期目标，但在智能化深度和工程化能力上仍有继续完善的空间。
413	第一，可以将当前基于角色和板块范围的权限判定进一步演进为更细粒度的 RBAC/ABAC 混合模型，补充资源级授权、行为审计与风险告警能力。
414	第二，可以在现有兴趣标签和协同过滤基础上继续引入停留时长、点击反馈、负反馈和序列行为等信号，提升推荐的个性化程度与新内容发现能力。
415	第三，可以继续增强事件总线和消息可靠投递能力，并完善移动端接入、媒体消息处理和更细粒度的运营看板，使平台从毕业设计原型逐步走向可持续运行的校园社区应用。
416	总体来看，Campus Pulse 验证了“校园内容社区 + 数据分析 + 安全治理”一体化架构的可行性，为后续高校数字社区工程实践提供了基础。
423	李志鸿, 李金忠, 肖延龙, 等. 校园疫情防控平台的设计与实现[J]. 井冈山大学学报(自然科学版), 2021, 42(05):77-84.
424	朱志慧, 蔡洁. 基于SpringBoot+Vue+Uni-app框架的校园失物招领系统[J]. 电子技术与软件工程, 2022(17):62-65.
425	康凯, 胡军. 基于三支聚类的协同过滤推荐方法[J]. 郑州大学学报(理学版), 2022, 54(03):22-27.
426	马雪山, 张辉军, 陈辉, 田娟, 李宁. 前后端分离的Web平台技术研究与实现[J]. 电子技术与软件工程, 2022(08):70-73.
427	董纯铿, 耿煜, 刘志军. 消息队列消息推送引擎流量控制设计[J]. 深圳信息职业技术学院学报, 2023, 21(06):16-24.
428	王一凡. 一种基于Involution和BERT词向量的情感分析算法[J]. 菏泽学院学报, 2023, 45(05):27-31.
429	邢立宁, 孙进强, 谭旭. 基于协同过滤和TransH改进的图书智能推荐算法[J]. 深圳信息职业技术学院学报, 2024, 22(03):1-6.
430	张艳军, 刘召双, 张永月, 等. 基于Spring Boot的社区居民信息管理平台的设计与实现[J]. 现代信息科技, 2025, 9(19):76-80.
431	沈锐. 基于Spring Boot+Vue的图书馆管理系统设计与实现[J]. 现代信息科技, 2025, 9(22):72-76.
432	梁孟享, 王燕华. 基于零信任架构的智慧校园动态勒索病毒防御研究[J]. 现代信息科技, 2025, 9(19):81-84+88.
433	Roy D, Dutta M. A systematic review and research perspective on recommender systems[J]. Journal of Big Data, 2022, 9:59.
434	Patwardhan N, Marrone S, Sansone C. Transformers in the Real World: A Survey on NLP Applications[J]. Information, 2023, 14(4):242.
435	Kang H, Liu G, Wang Q, et al. Theory and Application of Zero Trust Security: A Brief Survey[J]. Entropy, 2023, 25(12):1595.
436	Klimashevskaia A, Jannach D, Elahi M, et al. A survey on popularity bias in recommender systems[J]. User Modeling and User-Adapted Interaction, 2024, 34:1777-1834.
437	Łasocha W, Badurowicz M. Comparison of WebSocket and HTTP protocol performance[J]. Journal of Computer Sciences Institute, 2021, 19:67-74.
438	__BLANK__
444	回顾毕业设计与论文撰写过程，Campus Pulse 从需求梳理、架构设计、编码实现到论文成稿的每一步，都离不开老师、同学和家人的支持与帮助。
445	首先，衷心感谢指导教师吴亚明老师。在课题选题、系统实现和论文修改过程中，吴老师始终以严谨的态度提出具体意见，帮助我不断校正研究方向、完善技术细节，也让我更加理解软件工程实践中“需求、设计、实现、验证”之间的内在联系。
446	同时，感谢大学期间所有任课教师的悉心培养。课程中的数据库、软件工程、网络安全和 Web 开发知识，为本课题的完成提供了系统性的能力基础；在项目推进过程中，这些知识被不断转化为真实的设计与实现经验。
447	感谢在学习和开发过程中给予我帮助的同学与朋友。与大家的交流讨论，使我在接口设计、前端交互、问题排查和论文修改等方面获得了很多启发，也让我深刻体会到团队协作对于软件项目的重要意义。
448	还要感谢家人一直以来的理解与支持。正是因为有他们在背后的鼓励，我才能在毕业设计阶段保持持续投入，顺利完成项目开发和论文撰写工作。
449	谨以此文向所有关心、帮助过我的老师、同学和家人致谢。
